OTU_725	0.0	0.2	0.2	0.2	1.6	1.6	11.2	7.0	5.2	13.6	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Microascales;f_Halosphaeriaceae;g_Natantispora;s_unidentified
OTU_1033	0.0	47.6	12.4	18.4	12.6	6.4	2.6	2.6	3.2	0.6	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_unidentified;s_unidentified
OTU_1030	0.0	0.0	5.0	9.2	10.4	8.8	8.8	5.8	1.2	1.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_314	0.0	0.4	8.2	22.0	30.8	13.2	13.8	22.8	8.2	6.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_840	0.0	0.2	22.8	69.8	100.0	81.6	60.6	57.8	23.8	13.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_909	0.0	0.4	17.0	47.2	44.0	52.4	34.0	31.2	11.2	4.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1059	8.0	1.6	2.0	2.2	1.8	2.4	2.4	2.4	3.2	1.6	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_unidentified;s_Nectriaceae_sp
OTU_64	4.0	58.6	35.6	19.6	12.2	8.6	2.4	2.0	3.2	2.2	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_unidentified;g_unidentified;s_Hypocreales_sp
OTU_16	7.0	803.2	143.0	297.0	212.8	145.0	35.4	32.8	27.4	5.2	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_unidentified;g_unidentified;s_unidentified
OTU_1044	0.0	0.2	10.8	23.0	27.4	27.0	27.0	23.6	7.0	6.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1004	0.0	0.2	6.4	18.2	17.2	7.0	8.0	9.6	5.2	3.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_796	0.0	24.4	4.2	31.8	17.4	6.6	2.8	2.6	1.0	0.4	k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetales_fam_Incertae_sedis;g_Candida;s_Candida_gosingica
OTU_27	9.0	1650.0	191.0	457.8	344.2	183.8	51.6	22.8	32.0	26.4	k_Fungi;p_Ascomycota;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_Ascomycota_sp
OTU_582	0.0	2.0	9.2	22.2	5.8	6.0	5.6	8.8	3.2	0.6	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_unidentified;g_unidentified;s_unidentified
OTU_304	0.0	0.2	17.8	47.0	72.8	62.2	46.2	55.8	22.2	14.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1176	0.0	0.2	5.6	10.8	11.6	11.2	10.0	10.2	3.0	0.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_890	0.0	0.0	4.8	12.8	15.6	12.6	9.2	10.8	1.4	0.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_927	1.0	229.6	73.6	113.4	68.4	48.6	10.2	12.2	14.8	4.0	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_unidentified;s_unidentified
OTU_1026	0.0	0.0	5.0	11.4	19.6	14.4	9.4	9.6	3.6	3.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_110	1.0	0.2	40.4	90.4	139.8	87.4	97.2	80.0	30.4	25.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_112	0.0	0.2	1.8	6.0	4.4	8.6	5.4	3.6	3.0	0.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_79	1.0	0.0	0.4	1.8	0.2	2.8	4.2	5.0	8.2	51.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_Fungi_sp
OTU_608	0.0	0.2	11.4	25.2	36.6	27.0	22.2	31.2	7.6	3.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_541	3.0	544.8	55.6	142.4	105.6	58.2	15.2	7.0	6.8	7.0	k_Fungi;p_Ascomycota;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_Ascomycota_sp
OTU_159	0.0	6.0	4.8	1.8	0.4	1.2	1.4	1.0	1.4	0.0	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_unidentified;g_unidentified;s_Pleosporales_sp
OTU_92	0.0	1.4	3.0	10.8	8.2	9.2	5.2	6.0	3.2	2.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_888	0.0	0.2	7.6	14.4	16.4	14.8	10.6	10.8	4.8	2.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_701	0.0	0.8	7.6	9.0	18.2	12.8	11.2	17.6	5.4	2.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_703	0.0	0.0	0.6	0.0	0.2	0.0	0.0	0.0	0.8	0.4	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1038	0.0	0.2	0.8	2.4	6.0	5.6	3.0	5.4	2.0	1.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
